,category,sub_category,brand,sale_price,market_price,type,rating
8872,Beauty & Hygiene,Feminine Hygiene,Fem,65.0,65.0,Hair Removal,4.3
8873,Gourmet & World Food,Cooking & Baking Needs,Rostaa,483.6,620.0,Quinoa & Grains,3.9434095831792573
8874,Beverages,Fruit Juices & Drinks,Raw Pressery,60.0,60.0,"Unsweetened, Cold Press",3.8
8875,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,99.0,99.0,Exotic Sugar & Salt,4.1
8876,Baby Care,Diapers & Wipes,Pampers ,275.0,299.0,Diapers,3.9
8877,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,980.0,1400.0,Eau De Toilette,3.9434095831792573
8878,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Bliss Tree,35.0,35.0,Vermicelli,4.2
8879,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,35.0,70.0,Mukhwas,3.9434095831792573
8880,"Kitchen, Garden & Pets",Steel Utensils,Tedemei,829.0,995.0,Lunch Boxes,4.1
8881,Beauty & Hygiene,Skin Care,Olay,292.0,365.0,Face Care,3.9
8882,Cleaning & Household,Pooja Needs,Shalimar,45.0,50.0,"Agarbatti, Incense Sticks",3.6
8883,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,195.0,325.0,Dry Fruits & Berries,3.9434095831792573
8884,Beauty & Hygiene,Bath & Hand Wash,Pears,189.0,209.0,Bathing Bars & Soaps,4.3
8885,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,175.5,195.0,Bath & Shower,4.3
8886,"Bakery, Cakes & Dairy",Dairy,D'Lecta,49.0,54.0,"Paneer, Tofu & Cream",4.0
8887,Beauty & Hygiene,Men's Grooming,Park avenue,216.0,240.0,Men's Deodorants,4.1
8888,Fruits & Vegetables,Fresh Vegetables,Fresho,30.0,37.5,Cut & Peeled Veggies,3.9434095831792573
8889,"Kitchen, Garden & Pets",Storage & Accessories,DP,520.0,520.0,Water & Fridge Bottles,3.9434095831792573
8890,Fruits & Vegetables,"Flower Bouquets, Bunches",Fresho,239.0,298.75,Other Flowers,3.9434095831792573
8891,Beauty & Hygiene,Hair Care,Kaiv,200.0,200.0,Tools & Accessories,3.9434095831792573
8892,Gourmet & World Food,Cooking & Baking Needs,Entree,85.5,90.0,"Herbs, Seasonings & Rubs",3.7
8893,Cleaning & Household,Pooja Needs,DP,339.0,539.0,Candles & Match Box,4.0
8894,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,120.0,120.0,Other Veg Pickle,4.2
8895,Snacks & Branded Foods,Ready To Cook & Eat,Daadis ,30.0,30.0,"Papads, Ready To Fry",4.1
8896,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,79.0,79.0,Canned Seafood,3.9434095831792573
8897,"Foodgrains, Oil & Masala",Organic Staples,Himalayan Natives,828.0,920.0,Ghee & Vanaspati,4.0
8898,Gourmet & World Food,Chocolates & Biscuits,Sri Sri Tattva,170.0,170.0,"Marshmallow, Candy, Jelly",4.0
8899,Beauty & Hygiene,Fragrances & Deos,Anna sui,1125.0,2250.0,Eau De Toilette,3.9434095831792573
8900,Beauty & Hygiene,Bath & Hand Wash,Sri Sri Tattva,33.0,33.0,Bathing Bars & Soaps,4.0
8901,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,549.0,1080.0,Containers Sets,3.5
8902,Cleaning & Household,Detergents & Dishwash,Exo,63.87,84.0,Dishwash Bars & Powders,3.9434095831792573
8903,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,1919.0,2395.0,Dinner Sets,3.3
8904,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Wingreens Farms,120.0,120.0,Nachos & Chips,3.7
8905,"Eggs, Meat & Fish",Fish & Seafood,Seastar,202.5,225.0,Frozen Fish & Seafood,3.9434095831792573
8906,Beverages,Fruit Juices & Drinks,Rasna,60.0,70.0,Syrups & Concentrates,3.5
8907,Beauty & Hygiene,Fragrances & Deos,Fogg ,184.0,230.0,Men's Deodorants,4.0
8908,"Kitchen, Garden & Pets",Appliances & Electricals,Philips,99.0,170.0,CFL & Led Bulbs,4.1
8909,Beauty & Hygiene,Bath & Hand Wash,Bare Essentials,135.0,150.0,Bathing Accessories,4.0
8910,Gourmet & World Food,Dairy & Cheese,Fresho Signature,617.4,686.0,International Cheese,3.9434095831792573
8911,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,1889.0,2695.0,Dinner Sets,4.5
8912,Gourmet & World Food,"Sauces, Spreads & Dips",The Gourmet Jar,320.0,400.0,Honey & Maple Syrup,3.0
8913,Gourmet & World Food,"Sauces, Spreads & Dips",Nando's,250.0,250.0,Thai & Asian Sauces,4.7
8914,Beauty & Hygiene,Hair Care,Vitro Naturals ,525.0,525.0,Shampoo & Conditioner,3.9434095831792573
8915,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",HappyChef,245.0,390.0,Choco & Nut Spread,3.9434095831792573
8916,Snacks & Branded Foods,Snacks & Namkeen,A-1 Chips,110.0,110.0,Chips & Corn Snacks,5.0
8917,Gourmet & World Food,Cereals & Breakfast,True Elements,89.0,99.0,Imported Oats & Porridge,3.9434095831792573
8918,Snacks & Branded Foods,Ready To Cook & Eat,Fortune ,43.0,49.0,Heat & Eat Ready Meals,3.8
8919,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,286.0,440.0,Dry Fruits & Berries,3.9434095831792573
8920,"Kitchen, Garden & Pets",Pet Food & Accessories,BTN Sports,1500.0,1500.0,Health Supplements,3.9434095831792573
8921,"Kitchen, Garden & Pets",Pet Food & Accessories,Purepet,849.15,999.0,Pet Meals & Treats,4.3
8922,Gourmet & World Food,Cooking & Baking Needs,SPICHI,62.5,125.0,"Curry Paste, Coconut Milk",3.7
8923,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,10.0,12.5,Organic Vegetables,3.9434095831792573
8924,Gourmet & World Food,Chocolates & Biscuits,Sapphire,400.0,400.0,"Luxury Chocolates, Gifts",2.9
8925,"Foodgrains, Oil & Masala",Organic Staples,Phalada Pure & Sure,370.0,370.0,"Organic Sugar, Jaggery",4.3
8926,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Wingreens Farms,95.0,95.0,Nachos & Chips,3.1
8927,Beauty & Hygiene,Bath & Hand Wash,INATUR ,330.0,440.0,Body Scrubs & Exfoliants,2.3
8928,Beauty & Hygiene,Health & Medicine,bb Combo,327.0,349.0,Intimate Wash & Care,3.9434095831792573
8929,Gourmet & World Food,Drinks & Beverages,Colombian Brew Coffee,190.0,190.0,Coffee & Pre-Mix,3.9434095831792573
8930,Gourmet & World Food,"Sauces, Spreads & Dips",All That Dips,160.0,200.0,"Hummus, Cheese, Salsa Dip",3.9434095831792573
8931,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Roasty Tasty,60.0,60.0,Roasted Seeds & Nuts,2.0
8932,"Kitchen, Garden & Pets",Appliances & Electricals,Lexton,999.0,999.0,CFL & Led Bulbs,3.4
8933,Beauty & Hygiene,Hair Care,Head & shoulders,798.0,1200.0,Shampoo & Conditioner,4.2
8934,Snacks & Branded Foods,Ready To Cook & Eat,PureFoods,115.0,115.0,Heat & Eat Ready Meals,1.0
8935,Cleaning & Household,Stationery,Faber castell,40.0,40.0,"Notebooks, Files, Folders",3.4
8936,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Millet Cookies,45.0,45.0,Premium Cookies,4.1
8937,Beauty & Hygiene,Hair Care,Nova,453.6,945.0,Tools & Accessories,3.8
8938,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,62.1,69.0,Mayonnaise,4.2
8939,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,123.5,130.0,Frozen Veg Snacks,3.4
8940,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dabur,65.0,65.0,Chilli & Soya Sauce,4.1
8941,Beauty & Hygiene,Skin Care,Kaya Clinic,297.5,350.0,Body Care,4.0
8942,"Foodgrains, Oil & Masala",Dry Fruits,Soulfit,449.0,449.0,Other Dry Fruits,4.3
8943,Snacks & Branded Foods,Snacks & Namkeen,Bingo,54.0,60.0,Namkeen & Savoury Snacks,4.2
8944,Baby Care,Mothers & Maternity,SimMom,515.0,515.0,Maternity Health Supplements,4.1
8945,Gourmet & World Food,Drinks & Beverages,Sattuz,300.0,300.0,Health Drinks,3.9434095831792573
8946,Gourmet & World Food,Cooking & Baking Needs,Health 1st,230.0,230.0,Quinoa & Grains,3.9434095831792573
8947,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Sundrop,270.0,270.0,"Sunflower, Rice Bran Oil",4.4
8948,Gourmet & World Food,Chocolates & Biscuits,MOJO THINS,250.0,250.0,"Luxury Chocolates, Gifts",3.0
8949,Beauty & Hygiene,Skin Care,Joy,187.5,250.0,Face Care,5.0
8950,Beverages,Fruit Juices & Drinks,Raw Pressery,350.1,450.0,"Unsweetened, Cold Press",4.1
8951,"Kitchen, Garden & Pets",Steel Utensils,Tedemei,559.0,695.0,Lunch Boxes,3.9434095831792573
8952,Gourmet & World Food,"Pasta, Soup & Noodles",Nongshim,475.0,475.0,Imported Noodles,4.4
8953,Gourmet & World Food,Chocolates & Biscuits,Lindberg,129.0,169.0,"Luxury Chocolates, Gifts",3.9434095831792573
8954,"Kitchen, Garden & Pets",Crockery & Cutlery,Hot Muggs,415.0,415.0,"Cups, Mugs & Tumblers",3.9434095831792573
8955,"Bakery, Cakes & Dairy",Breads & Buns,bb Combo,334.0,349.0,"Brown, Wheat & Multigrain",3.9434095831792573
8956,Gourmet & World Food,Cooking & Baking Needs,Puramate,58.5,65.0,"Baking, Cake Decorations",4.6
8957,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,99.0,99.0,Muesli,4.3
8958,Snacks & Branded Foods,Ready To Cook & Eat,MTR,125.0,135.0,Heat & Eat Ready Meals,3.6
8959,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Gowardhan,145.0,145.0,Ghee & Vanaspati,4.2
8960,Snacks & Branded Foods,Biscuits & Cookies,Britannia,30.0,40.0,"Marie, Health, Digestive",3.9434095831792573
8961,Gourmet & World Food,"Sauces, Spreads & Dips",Honey Twigs,170.0,200.0,Honey & Maple Syrup,3.7
8962,"Kitchen, Garden & Pets",Kitchen Accessories,H&B,159.0,299.0,"Strainer, Ladle, Spatula",3.9434095831792573
8963,Beauty & Hygiene,Hair Care,Schwarzkopf,395.0,395.0,Hair & Scalp Treatment,4.3
8964,"Kitchen, Garden & Pets",Cookware & Non Stick,Srushti Gold,1249.0,2299.0,Pressure Cookers,3.6
8965,Beauty & Hygiene,Hair Care,LOreal Professionnel,665.0,665.0,Shampoo & Conditioner,4.3
8966,"Eggs, Meat & Fish",Mutton & Lamb,Fresho,559.0,999.0,Fresh Mutton,3.9434095831792573
8967,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,85.0,130.0,"Poha, Sabudana & Murmura",3.9434095831792573
8968,"Bakery, Cakes & Dairy",Dairy,Amul,45.0,45.0,Yogurt & Shrikhand,3.9
8969,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,84.0,112.5,Exotic Vegetables,3.9434095831792573
8970,Beauty & Hygiene,Skin Care,Himalaya,91.0,130.0,Face Care,4.3
8971,Beauty & Hygiene,Men's Grooming,Spruce Shave Club,399.0,399.0,Moustache & Beard Care,2.0
8972,Gourmet & World Food,Dairy & Cheese,Fresho Signature,449.1,499.0,International Cheese,3.9434095831792573
8973,Snacks & Branded Foods,Chocolates & Candies,Balaji foods,80.0,80.0,"Toffee, Candy & Lollypop",3.1
8974,"Foodgrains, Oil & Masala",Dry Fruits,Falcon,310.0,310.0,Other Dry Fruits,3.2
8975,Gourmet & World Food,Drinks & Beverages,&Stirred,240.0,240.0,Cocktail Mixes,3.9434095831792573
8976,"Kitchen, Garden & Pets",Appliances & Electricals,Eveready,629.0,650.0,Battery & Electrical,3.8
8977,Beauty & Hygiene,Health & Medicine,Kamasutra,108.0,120.0,Sexual Wellness,3.9
8978,Beauty & Hygiene,Skin Care,Acnes,489.0,489.0,Face Care,3.0
8979,Cleaning & Household,Detergents & Dishwash,Love & Care,108.0,120.0,"Detergent Powder, Liquid",4.2
8980,Gourmet & World Food,"Sauces, Spreads & Dips",Sakurafresh,270.0,270.0,"Jams, Marmalade, Spreads",3.9434095831792573
8981,Beauty & Hygiene,Bath & Hand Wash,The Earth Reserve,345.0,345.0,Bathing Bars & Soaps,3.9434095831792573
8982,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,270.0,300.0,Roasted Seeds & Nuts,3.6
8983,Beauty & Hygiene,Skin Care,Organic Harvest,169.15,199.0,Lip Care,3.8
8984,Gourmet & World Food,Cooking & Baking Needs,Puramate,49.5,55.0,"Baking, Cake Decorations",3.9434095831792573
8985,Gourmet & World Food,Drinks & Beverages,Newby,360.0,360.0,Gourmet Tea & Tea Bags,3.9434095831792573
8986,Beverages,Energy & Soft Drinks,Glucon-D,140.0,140.0,"Glucose Powder, Tablets",3.9434095831792573
8987,"Kitchen, Garden & Pets",Crockery & Cutlery,Treo,639.0,790.0,Glassware,5.0
8988,Gourmet & World Food,"Sauces, Spreads & Dips",Sakurafresh,350.0,350.0,"Jams, Marmalade, Spreads",3.9434095831792573
8989,Snacks & Branded Foods,Pickles & Chutney,Pushpanjali ,180.0,180.0,Lime & Mango Pickle,3.8
8990,Beauty & Hygiene,Skin Care,Organic Harvest,570.0,750.0,Aromatherapy,3.0
8991,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,3.0
8992,"Kitchen, Garden & Pets",Crockery & Cutlery,Anjali,169.0,225.0,"Cutlery, Spoon & Fork",4.3
8993,"Kitchen, Garden & Pets",Cookware & Non Stick,BB Home,219.0,309.0,Tawa & Sauce Pan,3.9434095831792573
8994,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,42.0,42.0,Chips & Corn Snacks,3.8
8995,Beauty & Hygiene,Health & Medicine,Meghdoot,150.0,150.0,Ayurveda,3.9434095831792573
8996,Gourmet & World Food,Tinned & Processed Food,American Garden ,140.0,140.0,Beans & Pulses,4.3
8997,Cleaning & Household,Bins & Bathroom Ware,Jai Veer,1049.0,1199.0,Dustbins,2.0
8998,"Kitchen, Garden & Pets",Crockery & Cutlery,Servewell,75.0,75.0,Plates & Bowls,1.0
8999,Beauty & Hygiene,Men's Grooming,Gillette,1104.0,1840.0,Shaving Care,2.8
9000,Beauty & Hygiene,Health & Medicine,Bixa Botanical,245.0,245.0,Ayurveda,3.9434095831792573
9001,Gourmet & World Food,Chocolates & Biscuits,M&M's,30.0,30.0,International Chocolates,3.8
9002,Beauty & Hygiene,Hair Care,Vedaearth,595.0,595.0,Hair Oil & Serum,3.9434095831792573
9003,Beauty & Hygiene,Hair Care,Loreal Paris,527.0,620.0,Hair Color,4.1
9004,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,489.1,730.0,Roasted Seeds & Nuts,3.8
9005,Snacks & Branded Foods,Ready To Cook & Eat,NUTRIWISH,320.0,320.0,Breakfast & Snack Mixes,3.9434095831792573
9006,Snacks & Branded Foods,Frozen Veggies & Snacks,Tasty Fresh,254.15,299.0,Frozen Veg Snacks,5.0
9007,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,222.0,285.0,Chicken Sausages,3.9434095831792573
9008,Beverages,Fruit Juices & Drinks,Raw Pressery,180.0,180.0,"Unsweetened, Cold Press",4.0
9009,"Kitchen, Garden & Pets",Crockery & Cutlery,Ziva,279.0,449.0,Glassware,4.0
9010,Gourmet & World Food,Dairy & Cheese,THE BROOKLYN CREAMERY,292.5,325.0,Gourmet Ice Cream,3.9434095831792573
9011,"Foodgrains, Oil & Masala",Organic Staples,PRISTINE,58.2,60.0,"Organic Rice, Other Rice",4.5
9012,Baby Care,Diapers & Wipes,Pampers ,828.71,1049.0,Diapers,4.0
9013,Gourmet & World Food,"Sauces, Spreads & Dips",Pantai,245.0,245.0,Thai & Asian Sauces,4.4
9014,Beauty & Hygiene,Hair Care,Herbal Essence,432.0,600.0,Shampoo & Conditioner,4.0
9015,Gourmet & World Food,"Sauces, Spreads & Dips",Yoga bar,194.22,249.0,"Chocolate, Peanut Spread",4.1
9016,Beauty & Hygiene,Health & Medicine,Vicks,135.0,135.0,Everyday Medicine,4.4
9017,Beauty & Hygiene,Skin Care,Plum,450.0,450.0,Body Care,2.0
9018,Beauty & Hygiene,Skin Care,Dr.Batra'S,99.5,199.0,Face Care,1.0
9019,Gourmet & World Food,Drinks & Beverages,Sancha,300.0,300.0,Gourmet Tea & Tea Bags,3.9434095831792573
9020,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Alpino,499.0,499.0,Choco & Nut Spread,4.3
9021,Gourmet & World Food,Cooking & Baking Needs,Wingreens Farms,99.0,99.0,"Herbs, Seasonings & Rubs",2.7
9022,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,65.0,65.0,Blended Masalas,4.3
9023,Gourmet & World Food,Chocolates & Biscuits,Trents,290.0,290.0,"Marshmallow, Candy, Jelly",5.0
9024,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,95.0,100.0,Organic Flours,4.4
9025,Cleaning & Household,"Mops, Brushes & Scrubs",Sln  ,45.0,45.0,Dust Cloth & Wipes,3.1
9026,Beauty & Hygiene,Health & Medicine,3BO,275.0,275.0,Face Masks & Safety Gears,1.0
9027,Beauty & Hygiene,Bath & Hand Wash,Muyi,99.0,149.0,Bathing Accessories,3.9434095831792573
9028,Beauty & Hygiene,Men's Grooming,Set Wet,136.0,170.0,Hair Care & Styling,3.3
9029,Beauty & Hygiene,Hair Care,Dabur Amla,50.0,50.0,Hair Oil & Serum,4.0
9030,Beauty & Hygiene,Fragrances & Deos,Shakira,800.0,1600.0,Gift Sets,3.9434095831792573
9031,Beauty & Hygiene,Fragrances & Deos,Beverly Hills Polo Club,489.3,699.0,Eau De Toilette,1.0
9032,Beauty & Hygiene,Hair Care,Loreal Paris,412.0,550.0,Hair Color,3.8
9033,Beverages,Energy & Soft Drinks,Karma Kettle,350.0,350.0,"Icetea, Non Aerated Drink",3.9434095831792573
9034,Cleaning & Household,"Mops, Brushes & Scrubs",York,1008.0,1120.0,"Mops, Wipers",3.9434095831792573
9035,Beverages,Fruit Juices & Drinks,Raw Pressery,300.0,400.0,Juices,4.1
9036,Beverages,Tea,Lipton ,300.0,300.0,Leaf & Dust Tea,4.3
9037,Beverages,"Health Drink, Supplement",Amul Pro,140.0,175.0,Kids (5+Yrs),4.3
9038,Gourmet & World Food,Drinks & Beverages,San Pellegrino,155.0,155.0,"Aerated, Still, Sparkling",3.9434095831792573
9039,Beauty & Hygiene,Skin Care,Vlcc,206.0,275.0,Face Care,3.2
9040,Beauty & Hygiene,Skin Care,INATUR ,269.5,385.0,Aromatherapy,1.0
9041,Gourmet & World Food,Cooking & Baking Needs,Nutriorg,232.75,245.0,"Herbs, Seasonings & Rubs",3.5
9042,"Kitchen, Garden & Pets",Storage & Accessories,Flair,229.0,375.0,Containers Sets,3.9434095831792573
9043,Beverages,Energy & Soft Drinks,Kingfisher,70.0,70.0,Non Alcoholic Drinks,4.1
9044,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,765.0,765.0,Pet Collars & Leashes,3.9434095831792573
9045,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Weikfield,119.0,140.0,Pasta & Macaroni,4.2
9046,"Kitchen, Garden & Pets",Storage & Accessories,Cello,1452.0,1452.0,Water & Fridge Bottles,3.9434095831792573
9047,Beauty & Hygiene,Skin Care,The Moms Co,393.0,393.0,Body Care,4.2
9048,Beauty & Hygiene,Skin Care,Kaya Clinic,1550.0,1550.0,Face Care,3.7
9049,Beauty & Hygiene,Skin Care,Aroma Treasures,1080.0,1200.0,Aromatherapy,3.9434095831792573
9050,Beverages,Fruit Juices & Drinks,18 Herbs,500.0,500.0,Juices,3.9434095831792573
9051,Cleaning & Household,Stationery,DP,232.0,399.0,Exam Pads & Pencil Box,3.9434095831792573
9052,Beverages,Tea,Teamonk,240.0,400.0,Exotic & Flavoured Tea,3.2
9053,Beauty & Hygiene,Health & Medicine,Dabur,187.0,220.0,Ayurveda,3.9434095831792573
9054,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutty Gritties,450.0,450.0,Dry Fruits & Berries,3.9434095831792573
9055,Beauty & Hygiene,Hair Care,Indulekha,410.4,432.0,Hair Oil & Serum,4.1
9056,Cleaning & Household,All Purpose Cleaners,SCURE,108.0,120.0,Imported Cleaners,3.9434095831792573
9057,"Foodgrains, Oil & Masala",Organic Staples,Pro Nature,53.2,56.0,Organic Dals & Pulses,4.1
9058,Beauty & Hygiene,Bath & Hand Wash,Dr Rhazes,160.0,160.0,Hand Wash & Sanitizers,1.9
9059,Beauty & Hygiene,Health & Medicine,Godrej Protekt,130.0,160.0,Face Masks & Safety Gears,3.9
9060,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425.0,425.0,Hair Care & Styling,3.9434095831792573
9061,Beauty & Hygiene,Fragrances & Deos,Engage,137.5,250.0,Women's Deodorants,4.1
9062,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,499.0,620.0,"Cups, Mugs & Tumblers",1.4
9063,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,579.0,650.0,Glassware,3.2
9064,Beauty & Hygiene,Skin Care,INATUR ,157.5,225.0,Face Care,4.0
9065,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,149.0,149.0,Roasted Seeds & Nuts,3.4
9066,Gourmet & World Food,Oils & Vinegar,Sol,618.75,825.0,"Pure, Pomace Olive Oil",3.9434095831792573
9067,Beverages,Fruit Juices & Drinks,Real,114.0,120.0,Juices,3.9434095831792573
9068,"Bakery, Cakes & Dairy",Ice Creams & Desserts,kwality walls,220.15,259.0,Ice Creams,3.8
9069,Beverages,Energy & Soft Drinks,Monster,110.0,110.0,Sports & Energy Drinks,4.3
9070,"Kitchen, Garden & Pets",Pet Food & Accessories,Gnawlers,375.0,375.0,Pet Meals & Treats,3.9434095831792573
9071,"Foodgrains, Oil & Masala",Masalas & Spices,Earthon,70.0,70.0,Whole Spices,4.8
9072,Gourmet & World Food,Cereals & Breakfast,Nature Valley,52.25,55.0,Cereal & Granola Bars,3.6
9073,"Kitchen, Garden & Pets",Kitchen Accessories,Elephant ,125.0,165.0,Kitchen Tools & Other Accessories,3.8
9074,Beauty & Hygiene,Health & Medicine,Hamdard,200.0,200.0,Supplements & Proteins,4.7
9075,Snacks & Branded Foods,Breakfast Cereals,Timios,700.0,700.0,Chocolates,3.8
9076,Gourmet & World Food,Dairy & Cheese,THE BROOKLYN CREAMERY,243.75,325.0,Gourmet Ice Cream,3.9434095831792573
9077,Snacks & Branded Foods,Snacks & Namkeen,Jabsons,63.0,70.0,Namkeen & Savoury Snacks,4.2
9078,Cleaning & Household,Stationery,Faber castell,40.0,40.0,"Scissor, Glue & Tape",4.3
9079,Beauty & Hygiene,Bath & Hand Wash,Bare Essentials,175.5,195.0,Bathing Accessories,3.7
9080,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",NUTRIWISH,210.0,210.0,"Healthy, Baked Snacks",3.9434095831792573
9081,Beauty & Hygiene,Fragrances & Deos,Baldessarini,2755.0,2900.0,Women's Deodorants,3.9434095831792573
9082,"Bakery, Cakes & Dairy",Dairy,Amul,140.0,140.0,Buttermilk & Lassi,4.3
9083,Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,3.8
9084,Beauty & Hygiene,Men's Grooming,Spruce Shave Club,699.0,699.0,Shaving Care,4.8
9085,"Kitchen, Garden & Pets",Storage & Accessories,Asian,139.0,243.0,Containers Sets,3.4
9086,Beauty & Hygiene,Hair Care,Loreal Paris,617.5,700.0,Hair Color,3.9434095831792573
9087,Beauty & Hygiene,Health & Medicine,Dabur,165.0,165.0,Ayurveda,3.9434095831792573
9088,Beauty & Hygiene,Hair Care,Aloe Veda,855.0,950.0,Hair Oil & Serum,3.9434095831792573
9089,Beauty & Hygiene,Skin Care,Vaadi,148.5,165.0,Face Care,3.9434095831792573
9090,Beverages,Tea,18 Herbs,295.0,295.0,Leaf & Dust Tea,3.7
9091,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Top Ramen ,10.0,10.0,Instant Noodles,4.1
9092,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,129.0,195.0,"Sooji, Maida & Besan",3.9434095831792573
9093,"Kitchen, Garden & Pets",Flask & Casserole,Asian,799.0,1156.0,Casserole,1.0
9094,Beauty & Hygiene,Hair Care,Dabur Vatika,84.0,84.0,Shampoo & Conditioner,4.3
9095,Beauty & Hygiene,Health & Medicine,Dr. Vaidya's,300.0,300.0,Ayurveda,3.9434095831792573
9096,Beauty & Hygiene,Health & Medicine,Amrutanjan,38.0,38.0,Everyday Medicine,4.5
9097,Gourmet & World Food,Cooking & Baking Needs,Puramate,180.0,200.0,"Baking, Cake Decorations",3.9434095831792573
9098,Beauty & Hygiene,Men's Grooming,Gillette,131.25,175.0,Shaving Care,4.4
9099,"Bakery, Cakes & Dairy",Dairy,Nandini,49.5,56.0,Milk,4.2
9100,Gourmet & World Food,Drinks & Beverages,Teamonk,455.0,650.0,Gourmet Tea & Tea Bags,3.9434095831792573
9101,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,486.0,486.0,"Cups, Mugs & Tumblers",5.0
9102,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",DOLE,324.0,360.0,Dry Fruits & Berries,3.9434095831792573
9103,Gourmet & World Food,Drinks & Beverages,Earthon,298.0,298.0,Gourmet Tea & Tea Bags,3.9434095831792573
9104,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",American Garden ,240.0,240.0,Gourmet Popcorn,3.9434095831792573
9105,Baby Care,Diapers & Wipes,Huggies,1051.34,1149.0,Diapers,4.6
9106,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,449.0,495.0,"Cups, Mugs & Tumblers",3.2
